id,question,answer,issue_id
24493,"Please provide the make, model and license plate number of the vehicle, if known. ","so fast can’t see even our ring won’t pick it up over 100+",7722123
24486,"What is the nature of the issue?  ",Speeding,7722629
24487,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","people speed crazy fast",7722629
24488,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all day every day",7722629
24489,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7722629
24482,"What is the nature of the issue?  ","Disregarding traffic control device",7722636
24483,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","people regularly do not stop at stop sign and speed through",7722636
24484,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","all the time",7722636
24485,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7722636
24478,"What is the nature of the issue?  ","Stop sign violation",7723004
24479,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","red small Mazda keeps running street signs and speeding on Sylvester and burns full of youth",7723004
24480,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","6:30 pm Monday",7723004
24481,"Please provide the make, model and license plate number of the vehicle, if known. ","red small version Mazda front driver bumper damage",7723004
24474,"What is the nature of the issue?  ",Speeding,7723259
24475,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","It is both a speeding and a stop sign issue. There is only a yield sign on Grayton that is often ignored resulting is numerous accidents at the intersection per year.",7723259
24476,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","Daily and at all hours of the day and night.",7723259
24477,"Please provide the make, model and license plate number of the vehicle, if known. ","No Answer Given",7723259
24470,"What is the nature of the issue?  ",Speeding,7726636
24471,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","No Answer Given",7726636
24472,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","mostly evening and late evening, multiple cars that are passing through daily",7726636
24473,"Please provide the make, model and license plate number of the vehicle, if known. ","multiple cars, will require speed bump application.",7726636
24466,"What is the nature of the issue?  ","None of the above (see below)",7728579
24467,"Please provide additional details regarding the complaint above or, if the nature of the complaint is not listed above, please specify. ","Pingree park has had 4 wheelers and motorcycle and go carts in park today",7728579
24468,"When are the violations occurring?  Please provide date, days of the week and/or times when violations have been seen.","4:45 pm Tuesday and 5:30ish Tuesday",7728579
